App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Smart Flow Medi 2324,Game is highly addictive with stellar graphics!,Positive,0.927,0.698
Smart Flow Medi 2324,"Best in its class, saves me so much time every day.",Positive,0.893,0.835
Smart Flow Medi 2324,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.077,0.383
Smart Flow Medi 2324,Absolutely love this app! Very smooth UI and responsive.,Positive,0.577,0.758
Smart Flow Medi 2324,"Best in its class, saves me so much time every day.",Positive,0.696,0.591
Smart Flow Medi 2324,Game is highly addictive with stellar graphics!,Positive,0.706,0.822
Smart Flow Medi 2324,"Best in its class, saves me so much time every day.",Positive,0.605,0.693
Smart Flow Medi 2324,Incredible features and clean layout. Worth every penny.,Positive,0.657,0.526
Smart Flow Medi 2324,"Best in its class, saves me so much time every day.",Positive,0.934,0.621
Smart Flow Medi 2324,"Best in its class, saves me so much time every day.",Positive,0.717,0.671
Fast Assistant Tool 1711,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.01,0.236
Fast Assistant Tool 1711,Customer service never responded to my refund ticket.,Negative,-0.33,0.747
Fast Assistant Tool 1711,Incredible features and clean layout. Worth every penny.,Positive,0.768,0.457
Fast Assistant Tool 1711,Customer service never responded to my refund ticket.,Negative,-0.619,0.653
Fast Assistant Tool 1711,Essential utility for daily workflow. Fast loading.,Positive,0.49,0.766
Fast Hub Life 1115,Game is highly addictive with stellar graphics!,Positive,0.601,0.65
Fast Hub Life 1115,Absolutely love this app! Very smooth UI and responsive.,Positive,0.338,0.786
Fast Hub Life 1115,"Best in its class, saves me so much time every day.",Positive,0.449,0.784
Fast Hub Life 1115,Great customer support and seamless synchronization.,Positive,0.673,0.625
Fast Hub Life 1115,Essential utility for daily workflow. Fast loading.,Positive,0.67,0.627
Fast Hub Life 1115,"Best in its class, saves me so much time every day.",Positive,0.887,0.808
Fast Hub Life 1115,Absolutely love this app! Very smooth UI and responsive.,Positive,0.444,0.61
Fast Hub Life 1115,Incredible features and clean layout. Worth every penny.,Positive,0.652,0.511
Hyper Tracker Heal 2242,Incredible features and clean layout. Worth every penny.,Positive,0.558,0.778
Hyper Tracker Heal 2242,"Best in its class, saves me so much time every day.",Positive,0.921,0.716
Hyper Tracker Heal 2242,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.774,0.705
Hyper Tracker Heal 2242,Incredible features and clean layout. Worth every penny.,Positive,0.746,0.654
Hyper Tracker Heal 2242,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.456,0.703
Hyper Tracker Heal 2242,Incredible features and clean layout. Worth every penny.,Positive,0.383,0.784
NextGen Studio Phot 2149,Battery drain is immense and phone overheats quickly.,Negative,-0.529,0.825
NextGen Studio Phot 2149,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.081,0.37
NextGen Studio Phot 2149,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.014,0.235
NextGen Studio Phot 2149,Constant crashes after the latest update. Terrible experience.,Negative,-0.355,0.712
NextGen Studio Phot 2149,Incredible features and clean layout. Worth every penny.,Positive,0.666,0.724
NextGen Studio Phot 2149,"Full of bugs, login screen freezes constantly.",Negative,-0.719,0.876
NextGen Studio Phot 2149,Essential utility for daily workflow. Fast loading.,Positive,0.931,0.753
NextGen Studio Phot 2149,Great customer support and seamless synchronization.,Positive,0.78,0.573
NextGen Studio Phot 2149,Absolutely love this app! Very smooth UI and responsive.,Positive,0.655,0.528
NextGen Tracker Game 663,Constant crashes after the latest update. Terrible experience.,Negative,-0.559,0.498
NextGen Tracker Game 663,Customer service never responded to my refund ticket.,Negative,-0.689,0.465
NextGen Tracker Game 663,Great customer support and seamless synchronization.,Positive,0.279,0.821
NextGen Tracker Game 663,Essential utility for daily workflow. Fast loading.,Positive,0.348,0.806
NextGen Tracker Game 663,Average performance. UI could use some polishing.,Neutral,0.038,0.287
NextGen Tracker Game 663,Average performance. UI could use some polishing.,Neutral,-0.097,0.378
NextGen Tracker Game 663,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.253,0.643
Easy Flow Prod 756,Absolutely love this app! Very smooth UI and responsive.,Positive,0.39,0.6
Easy Flow Prod 756,Incredible features and clean layout. Worth every penny.,Positive,0.602,0.844
Easy Flow Prod 756,Game is highly addictive with stellar graphics!,Positive,0.588,0.607
Easy Flow Prod 756,Essential utility for daily workflow. Fast loading.,Positive,0.738,0.556
Easy Flow Prod 756,Battery drain is immense and phone overheats quickly.,Negative,-0.507,0.579
Easy Flow Prod 756,Average performance. UI could use some polishing.,Neutral,0.047,0.272
Easy Flow Prod 756,Incredible features and clean layout. Worth every penny.,Positive,0.524,0.603
Easy Flow Prod 756,Constant crashes after the latest update. Terrible experience.,Negative,-0.575,0.777
Daily Assistant Fami 44,Essential utility for daily workflow. Fast loading.,Positive,0.946,0.522
Daily Assistant Fami 44,Great customer support and seamless synchronization.,Positive,0.708,0.623
Daily Assistant Fami 44,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.089,0.279
Daily Assistant Fami 44,Great customer support and seamless synchronization.,Positive,0.337,0.782
Daily Assistant Fami 44,Absolutely love this app! Very smooth UI and responsive.,Positive,0.346,0.665
Pocket Plus Game 1011,Game is highly addictive with stellar graphics!,Positive,0.339,0.522
Pocket Plus Game 1011,Great customer support and seamless synchronization.,Positive,0.876,0.709
Pocket Plus Game 1011,Great customer support and seamless synchronization.,Positive,0.286,0.406
Pocket Plus Game 1011,Incredible features and clean layout. Worth every penny.,Positive,0.52,0.774
Pocket Plus Game 1011,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.312,0.456
Pocket Plus Game 1011,Great customer support and seamless synchronization.,Positive,0.72,0.835
Pocket Plus Game 1011,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.048,0.277
Global Manager Prod 1048,Game is highly addictive with stellar graphics!,Positive,0.892,0.719
Global Manager Prod 1048,Customer service never responded to my refund ticket.,Negative,-0.503,0.56
Global Manager Prod 1048,Great customer support and seamless synchronization.,Positive,0.412,0.658
Global Manager Prod 1048,"Good concept, waiting for future feature updates.",Neutral,-0.074,0.177
Global Manager Prod 1048,Great customer support and seamless synchronization.,Positive,0.515,0.43
Global Manager Prod 1048,Absolutely love this app! Very smooth UI and responsive.,Positive,0.391,0.406
Global Manager Prod 1048,Essential utility for daily workflow. Fast loading.,Positive,0.629,0.514
Global Manager Prod 1048,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.599,0.48
Global Manager Prod 1048,Great customer support and seamless synchronization.,Positive,0.709,0.488
Global Manager Prod 1048,Incredible features and clean layout. Worth every penny.,Positive,0.852,0.406
Daily Flow Fami 1299,Great customer support and seamless synchronization.,Positive,0.448,0.772
Daily Flow Fami 1299,Game is highly addictive with stellar graphics!,Positive,0.685,0.732
Daily Flow Fami 1299,Essential utility for daily workflow. Fast loading.,Positive,0.728,0.742
Daily Flow Fami 1299,Great customer support and seamless synchronization.,Positive,0.63,0.601
Daily Flow Fami 1299,Game is highly addictive with stellar graphics!,Positive,0.522,0.594
Daily Flow Fami 1299,"Works okay on tablet, bit clunky on small screens.",Neutral,0.108,0.36
Daily Flow Fami 1299,Incredible features and clean layout. Worth every penny.,Positive,0.877,0.777
Daily Flow Fami 1299,"Good concept, waiting for future feature updates.",Neutral,-0.096,0.203
Daily Flow Fami 1299,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.465,0.69
Global Portal Tool 45,Essential utility for daily workflow. Fast loading.,Positive,0.707,0.41
Global Portal Tool 45,"Best in its class, saves me so much time every day.",Positive,0.535,0.472
Global Portal Tool 45,Customer service never responded to my refund ticket.,Negative,-0.707,0.731
Global Portal Tool 45,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.356,0.531
Global Portal Tool 45,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.493,0.845
Global Portal Tool 45,Incredible features and clean layout. Worth every penny.,Positive,0.903,0.652
Global Portal Tool 45,Absolutely love this app! Very smooth UI and responsive.,Positive,0.406,0.771
Global Portal Tool 45,Game is highly addictive with stellar graphics!,Positive,0.607,0.425
Global Portal Tool 45,Game is highly addictive with stellar graphics!,Positive,0.534,0.604
Super Assistant Comm 1114,Essential utility for daily workflow. Fast loading.,Positive,0.798,0.766
Super Assistant Comm 1114,Great customer support and seamless synchronization.,Positive,0.344,0.415
Super Assistant Comm 1114,"Best in its class, saves me so much time every day.",Positive,0.621,0.842
Super Assistant Comm 1114,Game is highly addictive with stellar graphics!,Positive,0.439,0.561
Super Assistant Comm 1114,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.683,0.826
Super Assistant Comm 1114,Absolutely love this app! Very smooth UI and responsive.,Positive,0.515,0.62
Global Tracker Medi 945,Essential utility for daily workflow. Fast loading.,Positive,0.369,0.742
Global Tracker Medi 945,"Best in its class, saves me so much time every day.",Positive,0.515,0.554
Global Tracker Medi 945,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.053,0.251
Global Tracker Medi 945,Game is highly addictive with stellar graphics!,Positive,0.584,0.516
Global Tracker Medi 945,Essential utility for daily workflow. Fast loading.,Positive,0.772,0.542
Global Tracker Medi 945,"Best in its class, saves me so much time every day.",Positive,0.499,0.724
Global Tracker Medi 945,"Good concept, waiting for future feature updates.",Neutral,0.069,0.387
Global Tracker Medi 945,"Best in its class, saves me so much time every day.",Positive,0.938,0.545
Global Tracker Medi 945,Customer service never responded to my refund ticket.,Negative,-0.259,0.722
Global Tracker Medi 945,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.104,0.241
Global Tracker Medi 945,Absolutely love this app! Very smooth UI and responsive.,Positive,0.823,0.542
Global Tracker Medi 945,"Best in its class, saves me so much time every day.",Positive,0.801,0.645
Global Manager Tool 989,Game is highly addictive with stellar graphics!,Positive,0.549,0.731
Global Manager Tool 989,Absolutely love this app! Very smooth UI and responsive.,Positive,0.704,0.427
Global Manager Tool 989,Great customer support and seamless synchronization.,Positive,0.256,0.674
Global Manager Tool 989,Essential utility for daily workflow. Fast loading.,Positive,0.397,0.43
Global Manager Tool 989,Incredible features and clean layout. Worth every penny.,Positive,0.554,0.716
Global Manager Tool 989,Game is highly addictive with stellar graphics!,Positive,0.474,0.829
Global Manager Tool 989,Essential utility for daily workflow. Fast loading.,Positive,0.459,0.735
Global Manager Tool 989,"Best in its class, saves me so much time every day.",Positive,0.732,0.784
Global Manager Tool 989,"Full of bugs, login screen freezes constantly.",Negative,-0.744,0.585
Global Manager Tool 989,"Good concept, waiting for future feature updates.",Neutral,-0.065,0.342
Master Hub Medi 255,Absolutely love this app! Very smooth UI and responsive.,Positive,0.472,0.796
Master Hub Medi 255,Game is highly addictive with stellar graphics!,Positive,0.847,0.822
Master Hub Medi 255,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.715,0.695
Master Hub Medi 255,Average performance. UI could use some polishing.,Neutral,0.101,0.39
Master Hub Medi 255,Average performance. UI could use some polishing.,Neutral,0.016,0.244
Master Hub Medi 255,Customer service never responded to my refund ticket.,Negative,-0.38,0.798
Master Hub Medi 255,Customer service never responded to my refund ticket.,Negative,-0.492,0.734
Master Hub Medi 255,Game is highly addictive with stellar graphics!,Positive,0.921,0.513
Master Hub Medi 255,"Best in its class, saves me so much time every day.",Positive,0.917,0.849
Master Hub Medi 255,Constant crashes after the latest update. Terrible experience.,Negative,-0.704,0.7
Master Hub Medi 255,Battery drain is immense and phone overheats quickly.,Negative,-0.521,0.791
Master Hub Medi 255,Customer service never responded to my refund ticket.,Negative,-0.72,0.687
Global Hub Phot 1124,Average performance. UI could use some polishing.,Neutral,-0.055,0.293
Global Hub Phot 1124,Essential utility for daily workflow. Fast loading.,Positive,0.924,0.82
Global Hub Phot 1124,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.493,0.764
Global Hub Phot 1124,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.054,0.21
Global Hub Phot 1124,Essential utility for daily workflow. Fast loading.,Positive,0.316,0.626
Global Hub Phot 1124,Incredible features and clean layout. Worth every penny.,Positive,0.445,0.779
Global Hub Phot 1124,Battery drain is immense and phone overheats quickly.,Negative,-0.473,0.688
Global Hub Phot 1124,Average performance. UI could use some polishing.,Neutral,-0.079,0.341
Hyper Hero Game 912,"Good concept, waiting for future feature updates.",Neutral,0.001,0.157
Hyper Hero Game 912,Average performance. UI could use some polishing.,Neutral,0.026,0.258
Hyper Hero Game 912,Essential utility for daily workflow. Fast loading.,Positive,0.462,0.676
Hyper Hero Game 912,Game is highly addictive with stellar graphics!,Positive,0.656,0.74
Hyper Hero Game 912,"Good concept, waiting for future feature updates.",Neutral,0.011,0.257
Pro 3D Heal 622,Constant crashes after the latest update. Terrible experience.,Negative,-0.714,0.801
Pro 3D Heal 622,Constant crashes after the latest update. Terrible experience.,Negative,-0.483,0.528
Pro 3D Heal 622,Great customer support and seamless synchronization.,Positive,0.47,0.531
Pro 3D Heal 622,Battery drain is immense and phone overheats quickly.,Negative,-0.543,0.473
Pro 3D Heal 622,"Full of bugs, login screen freezes constantly.",Negative,-0.728,0.459
Pro 3D Heal 622,Incredible features and clean layout. Worth every penny.,Positive,0.631,0.48
Pro 3D Heal 622,Essential utility for daily workflow. Fast loading.,Positive,0.698,0.578
Pro 3D Heal 622,Average performance. UI could use some polishing.,Neutral,-0.002,0.17
Pro 3D Heal 622,Absolutely love this app! Very smooth UI and responsive.,Positive,0.846,0.532
Pro 3D Heal 622,Game is highly addictive with stellar graphics!,Positive,0.36,0.577
Pro 3D Heal 622,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.041,0.202
Easy Vault Phot 566,Absolutely love this app! Very smooth UI and responsive.,Positive,0.611,0.764
Easy Vault Phot 566,Customer service never responded to my refund ticket.,Negative,-0.5,0.707
Easy Vault Phot 566,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.285,0.558
Easy Vault Phot 566,Average performance. UI could use some polishing.,Neutral,0.115,0.32
Easy Vault Phot 566,Absolutely love this app! Very smooth UI and responsive.,Positive,0.293,0.828
Easy Vault Phot 566,Game is highly addictive with stellar graphics!,Positive,0.414,0.569
Easy Vault Phot 566,"Best in its class, saves me so much time every day.",Positive,0.617,0.563
Easy Vault Phot 566,Absolutely love this app! Very smooth UI and responsive.,Positive,0.453,0.401
Easy Vault Phot 566,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.419,0.867
Easy Vault Phot 566,Average performance. UI could use some polishing.,Neutral,-0.059,0.294
Easy Vault Phot 566,Absolutely love this app! Very smooth UI and responsive.,Positive,0.694,0.63
Hyper Tracker Tool 213,Game is highly addictive with stellar graphics!,Positive,0.762,0.748
Hyper Tracker Tool 213,Customer service never responded to my refund ticket.,Negative,-0.388,0.477
Hyper Tracker Tool 213,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.026,0.298
Hyper Tracker Tool 213,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.667,0.747
Hyper Tracker Tool 213,Essential utility for daily workflow. Fast loading.,Positive,0.687,0.809
Hyper Tracker Tool 213,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.219,0.575
Hyper Tracker Tool 213,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.003,0.273
Hyper Tracker Tool 213,Incredible features and clean layout. Worth every penny.,Positive,0.941,0.793
Hyper Tracker Tool 213,"Best in its class, saves me so much time every day.",Positive,0.886,0.594
Hyper Tracker Tool 213,"Best in its class, saves me so much time every day.",Positive,0.888,0.523
Hyper Tracker Tool 213,Average performance. UI could use some polishing.,Neutral,-0.013,0.336
Global Studio Life 2077,Absolutely love this app! Very smooth UI and responsive.,Positive,0.7,0.407
Global Studio Life 2077,"Best in its class, saves me so much time every day.",Positive,0.682,0.569
Global Studio Life 2077,Essential utility for daily workflow. Fast loading.,Positive,0.711,0.846
Global Studio Life 2077,Customer service never responded to my refund ticket.,Negative,-0.829,0.642
Global Studio Life 2077,Incredible features and clean layout. Worth every penny.,Positive,0.629,0.505
Smart Tracker Heal 2160,Constant crashes after the latest update. Terrible experience.,Negative,-0.5,0.486
Smart Tracker Heal 2160,Incredible features and clean layout. Worth every penny.,Positive,0.5,0.731
Smart Tracker Heal 2160,Great customer support and seamless synchronization.,Positive,0.893,0.79
Smart Tracker Heal 2160,Battery drain is immense and phone overheats quickly.,Negative,-0.322,0.711
Smart Tracker Heal 2160,"Best in its class, saves me so much time every day.",Positive,0.605,0.702
Smart Tracker Heal 2160,Incredible features and clean layout. Worth every penny.,Positive,0.8,0.481
Smart Tracker Heal 2160,Essential utility for daily workflow. Fast loading.,Positive,0.498,0.45
Smart Tracker Heal 2160,Game is highly addictive with stellar graphics!,Positive,0.633,0.454
Fast Hero Pers 1280,Game is highly addictive with stellar graphics!,Positive,0.366,0.834
Fast Hero Pers 1280,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.019,0.207
Fast Hero Pers 1280,Battery drain is immense and phone overheats quickly.,Negative,-0.325,0.72
Fast Hero Pers 1280,Great customer support and seamless synchronization.,Positive,0.457,0.424
Fast Hero Pers 1280,Customer service never responded to my refund ticket.,Negative,-0.325,0.614
Fast Hero Pers 1280,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.51,0.72
Fast Hero Pers 1280,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.457,0.678
Smart Portal Comm 846,Essential utility for daily workflow. Fast loading.,Positive,0.838,0.617
Smart Portal Comm 846,Incredible features and clean layout. Worth every penny.,Positive,0.397,0.663
Smart Portal Comm 846,Essential utility for daily workflow. Fast loading.,Positive,0.643,0.56
Smart Portal Comm 846,"Best in its class, saves me so much time every day.",Positive,0.407,0.412
Smart Portal Comm 846,Incredible features and clean layout. Worth every penny.,Positive,0.825,0.529
Smart Portal Comm 846,"Best in its class, saves me so much time every day.",Positive,0.831,0.666
Smart Portal Comm 846,Incredible features and clean layout. Worth every penny.,Positive,0.818,0.55
Smart Portal Comm 846,Incredible features and clean layout. Worth every penny.,Positive,0.906,0.63
Smart Portal Comm 846,Absolutely love this app! Very smooth UI and responsive.,Positive,0.484,0.412
Super Manager Game 1741,"Best in its class, saves me so much time every day.",Positive,0.888,0.61
Super Manager Game 1741,Absolutely love this app! Very smooth UI and responsive.,Positive,0.68,0.617
Super Manager Game 1741,Game is highly addictive with stellar graphics!,Positive,0.651,0.504
Super Manager Game 1741,Absolutely love this app! Very smooth UI and responsive.,Positive,0.58,0.618
Super Manager Game 1741,Essential utility for daily workflow. Fast loading.,Positive,0.257,0.49
Super Manager Game 1741,Game is highly addictive with stellar graphics!,Positive,0.62,0.8
Super Manager Game 1741,"Full of bugs, login screen freezes constantly.",Negative,-0.573,0.753
Super Manager Game 1741,"Best in its class, saves me so much time every day.",Positive,0.585,0.751
Super Manager Game 1741,Game is highly addictive with stellar graphics!,Positive,0.514,0.402
Super Manager Game 1741,Game is highly addictive with stellar graphics!,Positive,0.515,0.426
Quick Manager Heal 2447,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.034,0.187
Quick Manager Heal 2447,Great customer support and seamless synchronization.,Positive,0.251,0.596
Quick Manager Heal 2447,Great customer support and seamless synchronization.,Positive,0.698,0.56
Quick Manager Heal 2447,"Good concept, waiting for future feature updates.",Neutral,-0.099,0.204
Quick Manager Heal 2447,Incredible features and clean layout. Worth every penny.,Positive,0.332,0.408
Quick Manager Heal 2447,Essential utility for daily workflow. Fast loading.,Positive,0.48,0.838
Quick Manager Heal 2447,Essential utility for daily workflow. Fast loading.,Positive,0.893,0.588
Quick Manager Heal 2447,Great customer support and seamless synchronization.,Positive,0.905,0.498
Quick Manager Heal 2447,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.713,0.661
Hyper Manager Life 171,"Best in its class, saves me so much time every day.",Positive,0.433,0.691
Hyper Manager Life 171,Incredible features and clean layout. Worth every penny.,Positive,0.421,0.573
Hyper Manager Life 171,Great customer support and seamless synchronization.,Positive,0.831,0.826
Hyper Manager Life 171,Great customer support and seamless synchronization.,Positive,0.404,0.494
Hyper Manager Life 171,Battery drain is immense and phone overheats quickly.,Negative,-0.682,0.615
Hyper Manager Life 171,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.821,0.744
Global Hero Game 1667,Great customer support and seamless synchronization.,Positive,0.814,0.777
Global Hero Game 1667,"Good concept, waiting for future feature updates.",Neutral,0.076,0.158
Global Hero Game 1667,Great customer support and seamless synchronization.,Positive,0.817,0.62
Global Hero Game 1667,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.165,0.573
Global Hero Game 1667,Essential utility for daily workflow. Fast loading.,Positive,0.859,0.602
Global Hero Game 1667,Incredible features and clean layout. Worth every penny.,Positive,0.783,0.829
Global Hero Game 1667,Game is highly addictive with stellar graphics!,Positive,0.571,0.431
Global Hero Game 1667,Game is highly addictive with stellar graphics!,Positive,0.934,0.551
Global Hero Game 1667,Game is highly addictive with stellar graphics!,Positive,0.413,0.573
Global Hero Game 1667,Constant crashes after the latest update. Terrible experience.,Negative,-0.386,0.798
Super Flow Pers 1690,Game is highly addictive with stellar graphics!,Positive,0.394,0.804
Super Flow Pers 1690,Essential utility for daily workflow. Fast loading.,Positive,0.656,0.815
Super Flow Pers 1690,Essential utility for daily workflow. Fast loading.,Positive,0.264,0.765
Super Flow Pers 1690,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.174,0.591
Super Flow Pers 1690,Battery drain is immense and phone overheats quickly.,Negative,-0.227,0.464
Super Flow Pers 1690,Average performance. UI could use some polishing.,Neutral,0.101,0.374
Super Flow Pers 1690,Great customer support and seamless synchronization.,Positive,0.569,0.604
Super Flow Pers 1690,Essential utility for daily workflow. Fast loading.,Positive,0.547,0.815
Super Flow Pers 1690,Game is highly addictive with stellar graphics!,Positive,0.474,0.608
Pocket Studio Fina 2219,Incredible features and clean layout. Worth every penny.,Positive,0.784,0.453
Pocket Studio Fina 2219,Incredible features and clean layout. Worth every penny.,Positive,0.558,0.65
Pocket Studio Fina 2219,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.197,0.5
Pocket Studio Fina 2219,Incredible features and clean layout. Worth every penny.,Positive,0.816,0.712
Pocket Studio Fina 2219,Absolutely love this app! Very smooth UI and responsive.,Positive,0.637,0.465
Pocket Studio Fina 2219,Constant crashes after the latest update. Terrible experience.,Negative,-0.734,0.671
Pocket Studio Fina 2219,Essential utility for daily workflow. Fast loading.,Positive,0.844,0.629
Pocket Studio Fina 2219,Average performance. UI could use some polishing.,Neutral,-0.035,0.389
Fast Vault Tool 439,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.832,0.688
Fast Vault Tool 439,Essential utility for daily workflow. Fast loading.,Positive,0.493,0.85
Fast Vault Tool 439,Battery drain is immense and phone overheats quickly.,Negative,-0.715,0.771
Fast Vault Tool 439,Incredible features and clean layout. Worth every penny.,Positive,0.4,0.805
Fast Vault Tool 439,Great customer support and seamless synchronization.,Positive,0.475,0.654
Fast Vault Tool 439,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.023,0.181
Super Manager Tool 1291,Essential utility for daily workflow. Fast loading.,Positive,0.895,0.443
Super Manager Tool 1291,Constant crashes after the latest update. Terrible experience.,Negative,-0.847,0.786
Super Manager Tool 1291,Game is highly addictive with stellar graphics!,Positive,0.509,0.42
Super Manager Tool 1291,Absolutely love this app! Very smooth UI and responsive.,Positive,0.286,0.59
Super Manager Tool 1291,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.011,0.398
Super Manager Tool 1291,Great customer support and seamless synchronization.,Positive,0.538,0.733
Super Manager Tool 1291,Great customer support and seamless synchronization.,Positive,0.602,0.804
Super Manager Tool 1291,Battery drain is immense and phone overheats quickly.,Negative,-0.742,0.866
Super Manager Tool 1291,Battery drain is immense and phone overheats quickly.,Negative,-0.154,0.77
Smart Portal Busi 2032,"Good concept, waiting for future feature updates.",Neutral,-0.071,0.363
Smart Portal Busi 2032,"Works okay on tablet, bit clunky on small screens.",Neutral,0.072,0.353
Smart Portal Busi 2032,Incredible features and clean layout. Worth every penny.,Positive,0.944,0.6
Smart Portal Busi 2032,"Works okay on tablet, bit clunky on small screens.",Neutral,0.109,0.326
Smart Portal Busi 2032,Average performance. UI could use some polishing.,Neutral,0.139,0.271
Smart Portal Busi 2032,Absolutely love this app! Very smooth UI and responsive.,Positive,0.838,0.545
Smart Portal Busi 2032,Average performance. UI could use some polishing.,Neutral,-0.011,0.328
Global Manager Game 2186,Customer service never responded to my refund ticket.,Negative,-0.285,0.657
Global Manager Game 2186,"Best in its class, saves me so much time every day.",Positive,0.75,0.401
Global Manager Game 2186,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.647,0.551
Global Manager Game 2186,Absolutely love this app! Very smooth UI and responsive.,Positive,0.924,0.471
Global Manager Game 2186,Absolutely love this app! Very smooth UI and responsive.,Positive,0.283,0.454
Smart Assistant Life 1420,Game is highly addictive with stellar graphics!,Positive,0.843,0.609
Smart Assistant Life 1420,Absolutely love this app! Very smooth UI and responsive.,Positive,0.556,0.846
Smart Assistant Life 1420,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.074,0.257
Smart Assistant Life 1420,Battery drain is immense and phone overheats quickly.,Negative,-0.844,0.843
Smart Assistant Life 1420,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.15,0.656
Smart Assistant Life 1420,Great customer support and seamless synchronization.,Positive,0.892,0.709
Super Hub Phot 1518,Essential utility for daily workflow. Fast loading.,Positive,0.32,0.809
Super Hub Phot 1518,Game is highly addictive with stellar graphics!,Positive,0.345,0.789
Super Hub Phot 1518,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.091,0.335
Super Hub Phot 1518,Absolutely love this app! Very smooth UI and responsive.,Positive,0.527,0.843
Super Hub Phot 1518,Absolutely love this app! Very smooth UI and responsive.,Positive,0.473,0.539
Super Hub Phot 1518,Game is highly addictive with stellar graphics!,Positive,0.338,0.588
Super Hub Phot 1518,"Works okay on tablet, bit clunky on small screens.",Neutral,0.102,0.397
Super Hub Phot 1518,Essential utility for daily workflow. Fast loading.,Positive,0.281,0.492
Quick Portal Fami 368,Absolutely love this app! Very smooth UI and responsive.,Positive,0.474,0.758
Quick Portal Fami 368,Essential utility for daily workflow. Fast loading.,Positive,0.819,0.577
Quick Portal Fami 368,Incredible features and clean layout. Worth every penny.,Positive,0.271,0.681
Quick Portal Fami 368,Average performance. UI could use some polishing.,Neutral,-0.077,0.184
Quick Portal Fami 368,Customer service never responded to my refund ticket.,Negative,-0.811,0.816
Easy Lite Prod 436,Game is highly addictive with stellar graphics!,Positive,0.534,0.545
Easy Lite Prod 436,Battery drain is immense and phone overheats quickly.,Negative,-0.686,0.736
Easy Lite Prod 436,Essential utility for daily workflow. Fast loading.,Positive,0.93,0.451
Easy Lite Prod 436,"Good concept, waiting for future feature updates.",Neutral,-0.045,0.206
Easy Lite Prod 436,Great customer support and seamless synchronization.,Positive,0.772,0.811
Easy Lite Prod 436,Essential utility for daily workflow. Fast loading.,Positive,0.258,0.649
Easy Lite Prod 436,Great customer support and seamless synchronization.,Positive,0.272,0.55
Easy Lite Prod 436,Absolutely love this app! Very smooth UI and responsive.,Positive,0.407,0.749
Easy Lite Prod 436,Great customer support and seamless synchronization.,Positive,0.78,0.811
Easy Lite Prod 436,Incredible features and clean layout. Worth every penny.,Positive,0.5,0.774
Easy Lite Prod 436,Absolutely love this app! Very smooth UI and responsive.,Positive,0.471,0.414
NextGen 3D Life 1524,"Good concept, waiting for future feature updates.",Neutral,0.066,0.395
NextGen 3D Life 1524,"Best in its class, saves me so much time every day.",Positive,0.686,0.568
NextGen 3D Life 1524,Great customer support and seamless synchronization.,Positive,0.595,0.759
NextGen 3D Life 1524,"Best in its class, saves me so much time every day.",Positive,0.791,0.555
