InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
500323,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-08-09 13:20:00,1.69,CUST-10304,United Kingdom
500323,22197,SMALL POPCORN HOLDER,1,2023-12-19 09:41:00,0.85,CUST-10022,United Kingdom
500323,22633,HAND WARMER UNION JACK,4,2023-09-25 18:01:00,2.1,CUST-10211,United Kingdom
500324,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-04-01 13:09:00,1.69,CUST-10193,United Kingdom
500324,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-08-10 12:19:00,2.55,CUST-10111,United Kingdom
500324,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-05-22 15:46:00,8.5,CUST-10080,United Kingdom
500325,23084,RABBIT NIGHT LIGHT,1,2023-08-21 12:46:00,2.08,CUST-10014,United Kingdom
500325,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-09-20 19:12:00,1.69,CUST-10031,United Kingdom
C500325,22197,SMALL POPCORN HOLDER,-12,2023-08-28 11:46:00,0.85,CUST-10082,United Kingdom
500326,71053,WHITE METAL LANTERN,4,2023-09-24 09:10:00,3.75,CUST-10293,United Kingdom
500326,22633,HAND WARMER UNION JACK,1,2023-11-22 17:28:00,2.1,CUST-10183,United Kingdom
500326,23084,RABBIT NIGHT LIGHT,6,2023-08-19 08:54:00,2.08,CUST-10257,United Kingdom
500327,22632,HAND WARMER RED RETROSPOT,12,2023-07-25 17:10:00,2.1,CUST-10028,United Kingdom
500327,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-05-12 18:03:00,1.69,CUST-10135,United Kingdom
500327,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-07-15 13:42:00,12.75,CUST-10223,United Kingdom
500328,71053,WHITE METAL LANTERN,24,2023-09-11 16:47:00,3.75,CUST-10015,United Kingdom
500328,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-11-19 17:56:00,2.55,CUST-10029,United Kingdom
500328,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2023-07-12 18:03:00,2.55,CUST-10145,United Kingdom
500329,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-07-09 13:48:00,4.95,CUST-10260,United Kingdom
500329,22632,HAND WARMER RED RETROSPOT,4,2023-11-28 15:58:00,2.1,CUST-10050,United Kingdom
500329,22633,HAND WARMER UNION JACK,2,2023-12-27 10:33:00,2.1,CUST-10268,United Kingdom
500330,22197,SMALL POPCORN HOLDER,4,2023-09-19 10:28:00,0.85,CUST-10018,United Kingdom
500330,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-11-05 15:32:00,4.25,CUST-10343,United Kingdom
500330,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-11-13 17:55:00,1.69,CUST-10028,United Kingdom
500331,71053,WHITE METAL LANTERN,1,2023-11-29 09:36:00,3.75,CUST-10119,United Kingdom
500331,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-10-07 18:31:00,8.5,CUST-10023,United Kingdom
500331,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-08-31 16:33:00,3.25,CUST-10210,United Kingdom
500332,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-12-30 11:25:00,4.25,CUST-10204,Germany
500332,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-11-05 10:14:00,2.95,CUST-10006,United Kingdom
500332,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-07-28 14:56:00,2.55,CUST-10147,United Kingdom
500333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-09-23 09:34:00,2.95,CUST-10341,United Kingdom
500333,84406B,CREAM CUPID HEARTS COAT HANGER,12,2023-08-05 12:36:00,4.25,CUST-10340,Netherlands
500333,22632,HAND WARMER RED RETROSPOT,1,2023-12-30 08:25:00,2.1,CUST-10051,United Kingdom
500334,23084,RABBIT NIGHT LIGHT,6,2023-04-28 19:47:00,2.08,,United Kingdom
500334,22197,SMALL POPCORN HOLDER,1,2023-08-30 17:13:00,0.85,CUST-10130,United Kingdom
500334,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-11-29 16:44:00,2.95,CUST-10154,United Kingdom
500335,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-11-01 19:57:00,12.75,CUST-10348,United Kingdom
500335,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-08-25 19:11:00,12.75,CUST-10004,Germany
500335,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-11-04 13:46:00,4.95,CUST-10346,United Kingdom
500336,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-08-18 18:17:00,12.75,CUST-10146,United Kingdom
500336,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-03-04 18:51:00,3.25,CUST-10447,United Kingdom
500336,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2023-10-07 15:43:00,4.95,CUST-10052,United Kingdom
500337,22632,HAND WARMER RED RETROSPOT,1,2023-12-16 09:03:00,2.1,CUST-10318,United Kingdom
500337,23084,RABBIT NIGHT LIGHT,4,2023-11-13 08:30:00,2.08,CUST-10044,United Kingdom
500337,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-03-14 17:16:00,1.69,CUST-10505,United Kingdom
500338,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-05-20 13:36:00,4.95,CUST-10083,Germany
500338,22960,JAM MAKING SET WITH JARS,4,2023-10-08 11:30:00,4.95,CUST-10124,United Kingdom
500338,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-09-29 10:17:00,2.55,CUST-10023,United Kingdom
500339,84406B,CREAM CUPID HEARTS COAT HANGER,12,2023-09-09 16:43:00,4.25,CUST-10151,United Kingdom
500339,22197,SMALL POPCORN HOLDER,1,2023-12-30 13:39:00,0.85,CUST-10047,United Kingdom
500339,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-07-13 14:28:00,4.95,CUST-10334,United Kingdom
500340,22197,SMALL POPCORN HOLDER,1,2023-12-29 10:22:00,0.85,CUST-10103,United Kingdom
500340,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-11-18 19:31:00,12.75,CUST-10340,United Kingdom
500340,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-01-01 13:10:00,4.95,CUST-10549,United Kingdom
500341,23084,RABBIT NIGHT LIGHT,1,2023-11-11 18:19:00,2.08,CUST-10187,United Kingdom
500341,22960,JAM MAKING SET WITH JARS,1,2023-12-08 15:47:00,4.95,CUST-10043,United Kingdom
500341,22633,HAND WARMER UNION JACK,1,2023-12-30 15:14:00,2.1,CUST-10350,United Kingdom
500342,22197,SMALL POPCORN HOLDER,12,2023-12-28 14:13:00,0.85,CUST-10249,United Kingdom
500342,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-02-13 09:15:00,1.69,CUST-10444,United Kingdom
500342,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-03-30 13:44:00,2.55,CUST-10106,United Kingdom
500343,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-11-18 19:35:00,4.95,CUST-10007,Germany
500343,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-09-25 15:20:00,2.95,CUST-10033,United Kingdom
500343,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-11-19 18:05:00,2.55,CUST-10009,France
500344,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-03-12 17:38:00,4.95,CUST-10528,United Kingdom
500344,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-05-02 14:20:00,4.95,CUST-10135,United Kingdom
500344,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-11-25 15:24:00,3.25,CUST-10368,United Kingdom
500345,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-09-18 11:52:00,4.95,CUST-10027,United Kingdom
500345,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-02-05 13:15:00,4.95,CUST-10396,Spain
500345,23084,RABBIT NIGHT LIGHT,2,2023-05-06 08:20:00,2.08,CUST-10496,United Kingdom
500346,23084,RABBIT NIGHT LIGHT,12,2023-10-12 12:51:00,2.08,CUST-10302,United Kingdom
500346,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-11-29 18:40:00,1.69,CUST-10003,United Kingdom
500346,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-02-12 12:17:00,1.69,CUST-10538,United Kingdom
500347,71053,WHITE METAL LANTERN,4,2023-05-25 14:22:00,3.75,CUST-10438,Germany
500347,22197,SMALL POPCORN HOLDER,12,2023-10-15 18:44:00,0.85,CUST-10003,United Kingdom
500347,22960,JAM MAKING SET WITH JARS,1,2023-12-25 17:22:00,4.95,CUST-10052,United Kingdom
500348,23084,RABBIT NIGHT LIGHT,1,2023-10-01 11:40:00,2.08,CUST-10056,France
500348,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-03-28 12:00:00,1.69,CUST-10199,United Kingdom
500348,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-10-18 15:18:00,8.5,CUST-10148,United Kingdom
500349,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-11-24 10:18:00,12.75,CUST-10042,United Kingdom
500349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-03-14 16:56:00,2.95,CUST-10191,United Kingdom
500349,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-09-01 10:57:00,1.69,CUST-10010,United Kingdom
500350,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-01-10 09:34:00,4.25,CUST-10533,United Kingdom
500350,71053,WHITE METAL LANTERN,6,2023-11-27 14:22:00,3.75,CUST-10088,United Kingdom
500350,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-09-12 17:18:00,1.69,CUST-10006,Netherlands
500351,71053,WHITE METAL LANTERN,2,2023-05-23 08:53:00,3.75,CUST-10565,United Kingdom
500351,71053,WHITE METAL LANTERN,1,2023-08-28 08:11:00,3.75,CUST-10043,Spain
500351,22633,HAND WARMER UNION JACK,6,2023-10-14 08:27:00,2.1,CUST-10135,United Kingdom
500352,22197,SMALL POPCORN HOLDER,4,2023-09-09 13:29:00,0.85,CUST-10150,United Kingdom
500352,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2023-04-03 19:27:00,4.95,CUST-10165,United Kingdom
500352,22633,HAND WARMER UNION JACK,4,2023-12-18 19:50:00,2.1,CUST-10239,United Kingdom
500353,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-08-08 15:08:00,3.25,CUST-10009,United Kingdom
500353,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-08-11 09:50:00,1.69,CUST-10034,United Kingdom
500353,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-10-05 19:26:00,8.5,CUST-10001,United Kingdom
500354,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-10-09 12:29:00,1.69,CUST-10106,United Kingdom
500354,23084,RABBIT NIGHT LIGHT,1,2023-09-03 16:16:00,2.08,CUST-10020,United Kingdom
500354,22633,HAND WARMER UNION JACK,1,2023-05-24 17:04:00,2.1,CUST-10442,United Kingdom
500355,22632,HAND WARMER RED RETROSPOT,1,2023-11-05 10:46:00,2.1,CUST-10052,United Kingdom
500355,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-08-05 13:57:00,4.95,,United Kingdom
500355,71053,WHITE METAL LANTERN,2,2023-07-25 19:38:00,3.75,CUST-10028,United Kingdom
500356,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-09-25 14:15:00,3.25,CUST-10093,United Kingdom
500356,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-08-08 10:38:00,2.55,CUST-10066,United Kingdom
500356,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-08-20 13:23:00,2.95,CUST-10015,United Kingdom
500357,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-10-10 14:12:00,4.95,CUST-10318,United Kingdom
500357,71053,WHITE METAL LANTERN,1,2023-03-26 09:35:00,3.75,CUST-10184,United Kingdom
500357,22633,HAND WARMER UNION JACK,12,2023-10-13 14:16:00,2.1,CUST-10048,United Kingdom
500358,22632,HAND WARMER RED RETROSPOT,4,2023-11-07 17:25:00,2.1,CUST-10153,Germany
500358,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-11-21 14:17:00,4.25,CUST-10027,France
500358,23084,RABBIT NIGHT LIGHT,1,2023-10-26 17:46:00,2.08,CUST-10118,France
500359,22632,HAND WARMER RED RETROSPOT,4,2023-01-16 19:57:00,2.1,CUST-10468,United Kingdom
500359,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-10-22 15:31:00,1.69,CUST-10033,United Kingdom
500359,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-03 16:01:00,2.55,,United Kingdom
500360,22752,SET 7 BABUSHKA NESTING BOXES,24,2023-05-16 19:40:00,8.5,CUST-10418,Germany
500360,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-10-22 08:24:00,2.55,CUST-10039,United Kingdom
500360,22197,SMALL POPCORN HOLDER,2,2023-08-13 16:37:00,0.85,CUST-10036,United Kingdom
500361,71053,WHITE METAL LANTERN,1,2023-05-21 11:38:00,3.75,CUST-10529,United Kingdom
500361,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-10-31 08:33:00,1.69,CUST-10007,France
500361,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-13 12:30:00,2.55,CUST-10054,Germany
500362,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-08-25 11:33:00,12.75,CUST-10006,United Kingdom
500362,22633,HAND WARMER UNION JACK,4,2023-11-03 17:52:00,2.1,CUST-10058,United Kingdom
500362,22960,JAM MAKING SET WITH JARS,1,2023-05-08 08:53:00,4.95,CUST-10146,United Kingdom
500363,22633,HAND WARMER UNION JACK,4,2023-12-02 18:08:00,2.1,CUST-10345,United Kingdom
500363,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-18 09:52:00,2.95,CUST-10388,United Kingdom
500363,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-06-18 08:39:00,2.55,CUST-10122,United Kingdom
500364,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-09-07 08:47:00,2.95,CUST-10243,United Kingdom
500364,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-02-26 10:32:00,2.95,CUST-10534,United Kingdom
500364,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-12-04 10:18:00,4.25,CUST-10022,Germany
500365,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-11-19 14:49:00,4.95,CUST-10121,United Kingdom
500365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-11-26 19:09:00,2.95,CUST-10290,United Kingdom
500365,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2023-03-27 12:29:00,1.69,CUST-10113,United Kingdom
500366,71053,WHITE METAL LANTERN,12,2023-11-15 08:52:00,3.75,CUST-10013,United Kingdom
500366,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-03-21 15:38:00,8.5,CUST-10581,United Kingdom
500366,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-03-27 10:23:00,3.25,CUST-10546,France
500367,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-10-03 09:34:00,2.95,CUST-10311,Germany
500367,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-11-28 19:17:00,4.95,CUST-10230,Germany
500367,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-11-24 14:21:00,4.95,CUST-10058,United Kingdom
500368,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-07-21 15:16:00,2.55,CUST-10015,Spain
500368,22632,HAND WARMER RED RETROSPOT,4,2023-06-21 08:26:00,2.1,CUST-10162,Germany
500368,22197,SMALL POPCORN HOLDER,4,2023-01-11 17:47:00,0.85,CUST-10502,United Kingdom
500369,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-08-20 17:45:00,1.69,CUST-10383,United Kingdom
500369,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-09-19 17:41:00,4.95,CUST-10119,United Kingdom
500369,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-11-14 09:38:00,2.95,CUST-10184,United Kingdom
500370,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-09-04 12:24:00,2.95,CUST-10041,France
500370,22197,SMALL POPCORN HOLDER,1,2023-10-26 17:16:00,0.85,CUST-10016,United Kingdom
500370,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-03-03 18:16:00,4.95,CUST-10417,France
500371,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-09-30 16:53:00,12.75,CUST-10002,United Kingdom
500371,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-07-20 16:46:00,4.95,CUST-10012,Germany
500371,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-09-19 11:47:00,4.25,CUST-10011,United Kingdom
500372,22960,JAM MAKING SET WITH JARS,2,2023-05-11 08:52:00,4.95,CUST-10595,United Kingdom
500372,22197,SMALL POPCORN HOLDER,1,2023-05-21 10:50:00,0.85,CUST-10550,Germany
500372,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-26 11:32:00,2.55,CUST-10041,United Kingdom
500373,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-02-10 16:41:00,4.25,CUST-10529,United Kingdom
C500373,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,2023-12-02 18:31:00,1.69,CUST-10193,Germany
500373,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-07-25 19:45:00,4.95,CUST-10208,United Kingdom
500374,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-12-23 10:25:00,4.95,CUST-10059,United Kingdom
500374,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-07-09 15:15:00,2.95,CUST-10212,United Kingdom
500374,23084,RABBIT NIGHT LIGHT,1,2023-09-29 12:06:00,2.08,CUST-10025,Netherlands
500375,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-06-20 11:05:00,2.55,CUST-10076,France
500375,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-07-03 19:55:00,12.75,CUST-10366,United Kingdom
500375,84406B,CREAM CUPID HEARTS COAT HANGER,12,2023-05-09 13:37:00,4.25,CUST-10138,United Kingdom
500376,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-10-08 17:01:00,1.69,CUST-10281,United Kingdom
500376,22632,HAND WARMER RED RETROSPOT,1,2023-11-29 17:51:00,2.1,CUST-10210,United Kingdom
500376,71053,WHITE METAL LANTERN,24,2023-09-28 13:15:00,3.75,CUST-10355,Netherlands
500377,23084,RABBIT NIGHT LIGHT,4,2023-11-18 13:39:00,2.08,CUST-10259,United Kingdom
500377,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-10-08 19:52:00,8.5,CUST-10192,United Kingdom
500377,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-12-22 18:26:00,4.95,CUST-10340,United Kingdom
500378,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-04-25 08:25:00,1.69,CUST-10163,United Kingdom
500378,22633,HAND WARMER UNION JACK,2,2023-12-01 14:18:00,2.1,CUST-10251,United Kingdom
500378,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-04-23 17:31:00,1.69,CUST-10201,Germany
500379,22960,JAM MAKING SET WITH JARS,12,2023-12-06 18:50:00,4.95,CUST-10025,United Kingdom
500379,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-03-06 14:25:00,3.25,CUST-10556,United Kingdom
C500379,22632,HAND WARMER RED RETROSPOT,-2,2023-05-27 16:26:00,2.1,,United Kingdom
500380,23084,RABBIT NIGHT LIGHT,1,2023-05-31 10:27:00,2.08,CUST-10062,United Kingdom
500380,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-10-17 19:24:00,8.5,CUST-10112,United Kingdom
500380,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-07-21 13:05:00,2.55,CUST-10002,United Kingdom
500381,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-03-01 18:20:00,1.69,CUST-10414,France
500381,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-09-26 13:36:00,4.95,,United Kingdom
500381,23084,RABBIT NIGHT LIGHT,4,2023-08-11 11:12:00,2.08,CUST-10013,United Kingdom
500382,22197,SMALL POPCORN HOLDER,2,2023-12-14 13:21:00,0.85,CUST-10217,Germany
500382,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-08-19 09:41:00,12.75,CUST-10032,United Kingdom
500382,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-02-14 11:04:00,2.55,CUST-10504,United Kingdom
500383,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-11-03 12:15:00,3.25,CUST-10059,United Kingdom
500383,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-09-30 10:53:00,3.25,,United Kingdom
500383,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-10-26 12:44:00,8.5,CUST-10079,United Kingdom
500384,22197,SMALL POPCORN HOLDER,4,2023-12-15 15:36:00,0.85,CUST-10053,United Kingdom
500384,22752,SET 7 BABUSHKA NESTING BOXES,2,2023-05-18 09:00:00,8.5,CUST-10066,United Kingdom
500384,71053,WHITE METAL LANTERN,2,2023-10-11 17:28:00,3.75,CUST-10016,United Kingdom
500385,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-02-22 17:27:00,2.55,CUST-10480,Spain
500385,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-23 10:10:00,2.95,CUST-10051,United Kingdom
500385,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-10-07 19:17:00,1.69,CUST-10178,United Kingdom
500386,71053,WHITE METAL LANTERN,1,2023-03-06 10:26:00,3.75,CUST-10436,United Kingdom
500386,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-11-29 09:20:00,12.75,CUST-10041,United Kingdom
500386,23084,RABBIT NIGHT LIGHT,2,2023-08-16 08:58:00,2.08,CUST-10092,United Kingdom
500387,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-07-25 08:29:00,12.75,CUST-10209,United Kingdom
500387,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-08-06 17:53:00,1.69,CUST-10012,United Kingdom
500387,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-11-30 08:37:00,2.55,CUST-10065,United Kingdom
500388,22632,HAND WARMER RED RETROSPOT,1,2023-07-28 11:38:00,2.1,CUST-10011,United Kingdom
500388,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-08-20 17:38:00,12.75,CUST-10260,United Kingdom
500388,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-03-22 12:37:00,12.75,CUST-10551,United Kingdom
500389,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-08-11 10:13:00,8.5,CUST-10072,Germany
500389,84406B,CREAM CUPID HEARTS COAT HANGER,6,2023-09-12 14:09:00,4.25,CUST-10275,United Kingdom
500389,71053,WHITE METAL LANTERN,1,2023-07-16 15:09:00,3.75,CUST-10297,United Kingdom
500390,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-10-08 12:36:00,3.25,CUST-10066,United Kingdom
500390,71053,WHITE METAL LANTERN,1,2023-02-08 17:02:00,3.75,CUST-10564,United Kingdom
500390,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-05-31 08:21:00,2.55,CUST-10103,United Kingdom
500391,22197,SMALL POPCORN HOLDER,2,2023-07-09 19:29:00,0.85,CUST-10179,United Kingdom
500391,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-11-20 10:25:00,12.75,CUST-10019,Germany
500391,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-05-21 09:13:00,4.95,CUST-10403,United Kingdom
500392,22197,SMALL POPCORN HOLDER,12,2023-06-25 11:55:00,0.85,CUST-10194,Spain
500392,22633,HAND WARMER UNION JACK,4,2023-03-02 09:21:00,2.1,CUST-10541,United Kingdom
500392,22633,HAND WARMER UNION JACK,4,2023-08-24 14:35:00,2.1,CUST-10050,United Kingdom
500393,22632,HAND WARMER RED RETROSPOT,1,2023-10-29 19:23:00,2.1,CUST-10319,United Kingdom
500393,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-07-18 09:15:00,3.25,CUST-10343,United Kingdom
500393,22960,JAM MAKING SET WITH JARS,1,2023-09-08 17:53:00,4.95,CUST-10139,United Kingdom
500394,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2023-11-18 19:02:00,4.95,CUST-10034,United Kingdom
500394,23084,RABBIT NIGHT LIGHT,6,2023-07-19 14:40:00,2.08,CUST-10118,United Kingdom
500394,22197,SMALL POPCORN HOLDER,1,2023-03-13 09:48:00,0.85,CUST-10488,United Kingdom
500395,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-06-12 19:52:00,1.69,CUST-10201,United Kingdom
C500395,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-4,2023-02-19 11:40:00,4.95,CUST-10481,United Kingdom
500395,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-07-31 16:29:00,4.95,CUST-10275,United Kingdom
500396,22633,HAND WARMER UNION JACK,2,2023-05-12 09:13:00,2.1,CUST-10467,United Kingdom
500396,22960,JAM MAKING SET WITH JARS,1,2023-02-26 11:55:00,4.95,CUST-10432,Germany
500396,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-09-04 17:03:00,12.75,CUST-10362,United Kingdom
500397,71053,WHITE METAL LANTERN,2,2023-12-23 11:50:00,3.75,CUST-10018,United Kingdom
500397,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-07-24 17:21:00,4.95,CUST-10027,United Kingdom
500397,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-09-08 17:45:00,4.95,CUST-10015,United Kingdom
500398,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-09-28 16:21:00,12.75,CUST-10054,United Kingdom
500398,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2023-11-23 14:05:00,4.95,CUST-10007,United Kingdom
500398,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-11-18 12:07:00,3.25,CUST-10246,United Kingdom
500399,22197,SMALL POPCORN HOLDER,4,2023-08-13 19:57:00,0.85,CUST-10031,United Kingdom
500399,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-12-22 10:15:00,2.55,CUST-10128,United Kingdom
500399,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-12-30 09:26:00,1.69,CUST-10287,United Kingdom
500400,23084,RABBIT NIGHT LIGHT,2,2023-10-04 11:08:00,2.08,CUST-10040,United Kingdom
500400,22960,JAM MAKING SET WITH JARS,1,2023-02-23 11:15:00,4.95,CUST-10446,United Kingdom
500400,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-03-23 19:16:00,1.69,CUST-10137,Germany
500401,23084,RABBIT NIGHT LIGHT,4,2023-10-14 19:33:00,2.08,CUST-10150,United Kingdom
500401,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-01-30 16:44:00,3.25,CUST-10599,United Kingdom
